date,price,usd_brl,rainfall_index,supply_index,day,month,year,day_of_week,day_of_year,week_of_year,quarter,price_lag_1,price_lag_5,price_lag_20,rolling_mean_5,rolling_mean_20,rolling_std_20
2024-05-23,146.66,5.646,51.04,101.85,23,5,2024,3,144,21,2,145.98,144.89,140.07,145.228,145.09499999999997,2.9416295161889088
2024-05-24,143.12,5.438,56.03,100.76,24,5,2024,4,145,21,2,146.66,145.45,145.33,145.582,145.42450000000002,2.709026772222614
2024-05-27,145.25,5.538,47.31,104.09,27,5,2024,0,148,22,2,143.12,143.82,141.18,145.116,145.31400000000002,2.757719118552406
2024-05-28,142.37,5.569,49.81,102.73,28,5,2024,1,149,22,2,145.25,146.0,142.87,145.402,145.51749999999998,2.581117414076781
2024-05-29,151.03,5.724,45.07,100.91,29,5,2024,2,150,22,2,142.37,145.98,149.01,144.676,145.4925,2.610365723517221
2024-05-30,138.29,5.66,55.16,102.38,30,5,2024,3,151,22,2,151.03,146.66,143.45,145.68599999999998,145.5935,2.7867473494130937
2024-05-31,146.13,5.571,49.01,102.54,31,5,2024,4,152,22,2,138.29,143.12,146.93,144.012,145.3355,3.2033575724276337
2024-06-03,146.4,5.705,48.97,104.28,3,6,2024,0,155,23,2,146.13,145.25,140.85,144.61399999999998,145.2955,3.187354083345457
2024-06-04,139.02,5.564,53.39,101.67,4,6,2024,1,156,23,2,146.4,142.37,151.24,144.844,145.573,3.0169924026888033
2024-06-05,147.8,5.689,50.8,103.83,5,6,2024,2,157,23,2,139.02,151.03,147.61,144.174,144.962,3.0461634196042278
2024-06-06,144.0,5.525,45.26,102.84,6,6,2024,3,158,23,2,147.8,138.29,144.47,143.52800000000002,144.9715,3.055139371441983
2024-06-07,143.91,5.697,45.9,105.11,7,6,2024,4,159,23,2,144.0,146.13,146.85,144.67000000000002,144.948,3.0610018999612705
2024-06-10,140.0,5.594,49.43,104.91,10,6,2024,0,162,24,2,143.91,146.4,141.77,144.226,144.801,3.035340785512917
2024-06-11,139.46,5.55,45.35,103.36,11,6,2024,1,163,24,2,140.0,139.02,149.26,142.946,144.7125,3.1519298599576993
2024-06-12,140.12,5.607,39.98,102.76,12,6,2024,2,164,24,2,139.46,147.8,144.87,143.03400000000002,144.2225,3.1694726026478492
2024-06-13,140.56,5.64,47.05,104.0,13,6,2024,3,165,24,2,140.12,144.0,144.89,141.498,143.98499999999999,3.293923432464005
2024-06-14,143.55,5.585,41.9,103.05,14,6,2024,4,166,24,2,140.56,143.91,145.45,140.81,143.76850000000002,3.3726676541354257
2024-06-17,138.45,5.656,52.3,105.91,17,6,2024,0,169,25,2,143.55,140.0,143.82,140.738,143.6735,3.349490573990529
2024-06-18,135.7,5.574,47.11,103.58,18,6,2024,1,170,25,2,138.45,139.46,146.0,140.428,143.40500000000003,3.5465646832702733
2024-06-19,141.24,5.655,43.19,102.92,19,6,2024,2,171,25,2,135.7,140.12,145.98,139.67600000000002,142.89000000000001,3.881893189776194
2024-06-20,141.12,5.639,43.77,102.91,20,6,2024,3,172,25,2,141.24,140.56,146.66,139.9,142.65300000000002,3.8276268585652233
2024-06-21,140.66,5.6,39.46,101.83,21,6,2024,4,173,25,2,141.12,143.55,143.12,140.012,142.376,3.7213698666216346
2024-06-24,139.86,5.569,41.82,104.54,24,6,2024,0,176,26,2,140.66,138.45,145.25,139.43400000000003,142.253,3.7361098541255893
2024-06-25,136.48,5.605,49.09,102.53,25,6,2024,1,177,26,2,139.86,135.7,142.37,139.716,141.9835,3.702798763665094
2024-06-26,133.66,5.628,53.21,105.45,26,6,2024,2,178,26,2,136.48,141.24,151.03,139.872,141.68900000000002,3.8994478691476213
2024-06-27,135.42,5.728,47.82,101.91,27,6,2024,3,179,26,2,133.66,141.12,138.29,138.35600000000002,140.82049999999998,3.634866934506522
2024-06-28,132.83,5.643,44.83,104.07,28,6,2024,4,180,26,2,135.42,140.66,146.13,137.216,140.677,3.7932281766313483
2024-07-01,137.97,5.639,43.27,105.64,1,7,2024,0,183,27,3,132.83,139.86,146.4,135.65,140.012,3.9495417455687654
2024-07-02,138.77,5.78,41.32,100.71,2,7,2024,1,184,27,3,137.97,136.48,139.02,135.272,139.59050000000002,3.6720042927952052
2024-07-03,134.67,5.592,51.76,106.99,3,7,2024,2,185,27,3,138.77,133.66,147.8,135.73,139.57800000000003,3.674473252617463
2024-07-04,129.21,5.582,43.77,103.34,4,7,2024,3,186,27,3,134.67,135.42,144.0,135.932,138.92149999999998,3.2799282325254224
2024-07-05,133.04,5.59,51.73,104.2,5,7,2024,4,187,27,3,129.21,132.83,143.91,134.69,138.182,3.7133154429618345
2024-07-08,139.45,5.461,48.88,104.85,8,7,2024,0,190,28,3,133.04,137.97,140.0,134.732,137.6385,3.625261188411442
2024-07-09,136.06,5.492,37.81,105.09,9,7,2024,1,191,28,3,139.45,138.77,139.46,135.02800000000002,137.61100000000002,3.608451920581695
2024-07-10,138.74,5.479,41.47,104.41,10,7,2024,2,192,28,3,136.06,134.67,140.12,134.486,137.441,3.5968288664779102
2024-07-11,134.24,5.551,41.36,105.49,11,7,2024,3,193,28,3,138.74,129.21,140.56,135.3,137.37199999999999,3.555733102291117
2024-07-12,141.98,5.484,43.33,104.76,12,7,2024,4,194,28,3,134.24,133.04,143.55,136.30599999999998,137.05599999999998,3.538290398958311
2024-07-15,137.61,5.497,43.13,106.6,15,7,2024,0,197,29,3,141.98,139.45,138.45,138.094,136.97750000000002,3.4014004468736374
2024-07-16,138.41,5.554,53.74,104.72,16,7,2024,1,198,29,3,137.61,136.06,135.7,137.726,136.9355,3.3874186337080046
2024-07-17,145.68,5.528,39.4,106.86,17,7,2024,2,199,29,3,138.41,138.74,141.24,138.196,137.071,3.3895969330310036
2024-07-18,143.08,5.447,43.89,105.23,18,7,2024,3,200,29,3,145.68,134.24,141.12,139.584,137.293,3.7978291583194586
2024-07-19,138.59,5.402,45.17,101.14,19,7,2024,4,201,29,3,143.08,141.98,140.66,141.352,137.391,3.9249403615975136
2024-07-22,137.91,5.518,42.8,107.72,22,7,2024,0,204,30,3,138.59,137.61,139.86,140.674,137.2875,3.8609718915527527
2024-07-23,139.58,5.483,43.12,102.9,23,7,2024,1,205,30,3,137.91,138.41,136.48,140.73399999999998,137.19,3.8169607639686687
2024-07-24,141.44,5.307,39.02,105.95,24,7,2024,2,206,30,3,139.58,145.68,133.66,140.96800000000002,137.345,3.849416223682479
2024-07-25,140.33,5.388,42.98,103.69,25,7,2024,3,207,30,3,141.44,143.08,135.42,140.12000000000003,137.734,3.850532977461439
2024-07-26,139.57,5.412,44.34,105.19,26,7,2024,4,208,30,3,140.33,138.59,132.83,139.57,137.9795,3.8517575960772708
2024-07-29,145.8,5.445,43.54,102.5,29,7,2024,0,211,31,3,139.57,137.91,137.97,139.76600000000002,138.3165,3.6679669903226566
2024-07-30,141.3,5.445,44.35,104.4,30,7,2024,1,212,31,3,145.8,139.58,138.77,141.344,138.708,4.029123713008574
2024-07-31,148.0,5.392,47.25,103.01,31,7,2024,2,213,31,3,141.3,141.44,134.67,141.68800000000002,138.8345,4.070674940802237
2024-08-01,141.95,5.404,45.55,105.68,1,8,2024,3,214,31,3,148.0,140.33,129.21,143.0,139.50100000000003,4.428474728509054
2024-08-02,147.42,5.359,42.48,103.89,2,8,2024,4,215,31,3,141.95,139.57,133.04,143.324,140.138,3.7317550548587795
2024-08-05,143.84,5.298,38.03,104.56,5,8,2024,0,218,32,3,147.42,145.8,139.45,144.894,140.85700000000003,3.6771028355415707
2024-08-06,146.4,5.319,40.01,99.82,6,8,2024,1,219,32,3,143.84,141.3,136.06,144.502,141.07649999999998,3.7194768661580073
2024-08-07,141.31,5.331,41.31,102.84,7,8,2024,2,220,32,3,146.4,148.0,138.74,145.522,141.5935,3.70408206541891
2024-08-08,140.79,5.319,42.94,103.49,8,8,2024,3,221,32,3,141.31,141.95,134.24,144.184,141.722,3.643970650986735
2024-08-09,144.38,5.182,40.37,103.11,9,8,2024,4,222,32,3,140.79,147.42,141.98,143.952,142.0495,3.2039046490164744
2024-08-12,146.5,5.279,38.73,104.12,12,8,2024,0,225,33,3,144.38,143.84,137.61,143.344,142.1695,3.245835347834588
2024-08-13,144.53,5.304,37.84,102.02,13,8,2024,1,226,33,3,146.5,146.4,138.41,143.876,142.61399999999998,3.196923521135457
2024-08-14,140.89,5.275,36.22,102.54,14,8,2024,2,227,33,3,144.53,141.31,145.68,143.502,142.92000000000002,3.0634586576869967
2024-08-15,139.9,5.271,41.18,104.12,15,8,2024,3,228,33,3,140.89,140.79,143.08,143.41799999999998,142.6805,3.023303308423742
2024-08-16,141.35,5.317,36.86,98.82,16,8,2024,4,229,33,3,139.9,144.38,138.59,143.24,142.5215,3.0841944695989842
2024-08-19,139.01,5.202,38.53,103.0,19,8,2024,0,232,34,3,141.35,146.5,137.91,142.63400000000001,142.6595,2.9581973084597633
2024-08-20,144.06,5.16,40.67,101.5,20,8,2024,1,233,34,3,139.01,144.53,139.58,141.13600000000002,142.7145,2.874280642267802
2024-08-21,147.84,5.245,37.39,100.51,21,8,2024,2,234,34,3,144.06,140.89,141.44,141.042,142.9385,2.790491892120276
2024-08-22,143.96,5.319,43.41,102.26,22,8,2024,3,235,34,3,147.84,139.9,140.33,142.432,143.25849999999997,2.9707455647556182
2024-08-23,137.56,5.381,44.7,103.47,23,8,2024,4,236,34,3,143.96,141.35,139.57,143.244,143.44,2.892261908499507
2024-08-26,143.57,5.315,40.27,103.06,26,8,2024,0,239,35,3,137.56,139.01,145.8,142.48600000000002,143.3395,3.0636570424368705
2024-08-27,143.07,5.155,40.7,101.17,27,8,2024,1,240,35,3,143.57,144.06,141.3,143.398,143.228,3.009496548207536
2024-08-28,149.06,5.24,44.15,102.55,28,8,2024,2,241,35,3,143.07,147.84,148.0,143.2,143.3165,2.9756507912669754
2024-08-29,139.71,5.274,39.81,102.4,29,8,2024,3,242,35,3,149.06,143.96,141.95,143.44400000000002,143.3695,3.071360876153722
2024-08-30,142.83,5.268,39.62,100.84,30,8,2024,4,243,35,3,139.71,137.56,147.42,142.594,143.2575,3.165255248706261
2024-09-02,148.02,5.293,46.69,99.79,2,9,2024,0,246,36,3,142.83,143.57,143.84,143.648,143.028,3.0101662832176777
2024-09-03,144.05,5.192,45.66,99.74,3,9,2024,1,247,36,3,148.02,143.07,146.4,144.538,143.23700000000002,3.2081148752219657
2024-09-04,144.36,5.262,44.72,101.81,4,9,2024,2,248,36,3,144.05,149.06,141.31,144.734,143.11950000000002,3.1282103089196256
2024-09-05,143.21,5.288,45.92,100.35,5,9,2024,3,249,36,3,144.36,139.71,140.79,143.79400000000004,143.272,3.1096430663323495
2024-09-06,145.33,5.319,35.82,98.71,6,9,2024,4,250,36,3,143.21,142.83,144.38,144.494,143.393,3.0545774106876955
2024-09-09,144.73,5.208,47.69,97.61,9,9,2024,0,253,37,3,145.33,148.02,146.5,144.994,143.4405,3.078029915040387
2024-09-10,140.19,5.243,44.4,101.25,10,9,2024,1,254,37,3,144.73,144.05,144.53,144.336,143.352,3.0101295653158897
2024-09-11,144.18,5.082,46.64,99.04,11,9,2024,2,255,37,3,140.19,144.36,140.89,143.564,143.135,3.0764427509688725
2024-09-12,138.6,5.232,44.54,100.22,12,9,2024,3,256,37,3,144.18,143.21,139.9,143.528,143.29950000000002,3.037799541217363
2024-09-13,143.34,5.244,43.44,101.44,13,9,2024,4,257,37,3,138.6,145.33,141.35,142.60600000000002,143.2345,3.126966707443903
2024-09-16,143.52,5.215,42.57,97.48,16,9,2024,0,260,38,3,143.34,144.73,139.01,142.208,143.334,3.0953469323434133
2024-09-17,141.18,5.304,44.91,99.24,17,9,2024,1,261,38,3,143.52,140.19,144.06,141.966,143.5595,2.923254269868517
2024-09-18,143.18,5.295,42.63,98.91,18,9,2024,2,262,38,3,141.18,144.18,147.84,142.16400000000002,143.4155,2.9678957191904147
2024-09-19,140.27,5.147,46.85,99.6,19,9,2024,3,263,38,3,143.18,138.6,143.96,141.964,143.1825,2.779181770913584
2024-09-20,140.81,5.328,38.36,100.76,20,9,2024,4,264,38,3,140.27,143.34,137.56,142.298,142.998,2.8465169852571375
2024-09-23,142.79,5.256,42.33,96.77,23,9,2024,0,267,39,3,140.81,143.52,143.57,141.792,143.1605,2.602002214892349
2024-09-24,139.83,5.363,51.49,99.49,24,9,2024,1,268,39,3,142.79,141.18,143.07,141.64600000000002,143.12150000000003,2.6013868264911215
2024-09-25,144.51,5.248,42.26,100.05,25,9,2024,2,269,39,3,139.83,143.18,149.06,141.37600000000003,142.9595,2.7036378514083452
2024-09-26,141.23,5.349,43.73,98.09,26,9,2024,3,270,39,3,144.51,140.27,139.71,141.642,142.732,2.3287258770656973
2024-09-27,146.92,5.336,41.59,98.04,27,9,2024,4,271,39,3,141.23,140.81,142.83,141.834,142.808,2.2483247564609905
2024-09-30,141.49,5.387,46.22,98.75,30,9,2024,0,274,40,3,146.92,142.79,148.02,143.05599999999998,143.0125,2.429164627904549
2024-10-01,144.0,5.385,42.59,98.52,1,10,2024,1,275,40,4,141.49,139.83,144.05,142.796,142.686,2.142635858246038
2024-10-02,143.84,5.369,44.64,98.75,2,10,2024,2,276,40,4,144.0,144.51,144.36,143.63000000000002,142.6835,2.1409891344127168
2024-10-03,148.89,5.29,48.39,98.61,3,10,2024,3,277,40,4,143.84,141.23,143.21,143.496,142.6575,2.1226370763472144
2024-10-04,147.61,5.305,43.11,96.18,4,10,2024,4,278,40,4,148.89,146.92,145.33,145.028,142.9415,2.5394969974364985
2024-10-07,145.75,5.378,48.71,99.02,7,10,2024,0,281,41,4,147.61,141.49,144.73,145.166,143.0555,2.6985560953941548
2024-10-08,148.38,5.43,48.97,99.18,8,10,2024,1,282,41,4,145.75,144.0,140.19,146.01799999999997,143.1065,2.7411700824723657
2024-10-09,141.56,5.4,49.92,97.6,9,10,2024,2,283,41,4,148.38,143.84,144.18,146.89399999999998,143.51600000000002,2.8902402012707125
2024-10-10,149.09,5.498,46.86,94.98,10,10,2024,3,284,41,4,141.56,148.89,138.6,146.43800000000002,143.385,2.9178046902620323
2024-10-11,153.44,5.446,57.86,96.95,11,10,2024,4,285,41,4,149.09,147.61,143.34,146.478,143.9095,2.954985929254795
2024-10-14,149.38,5.41,50.65,97.32,14,10,2024,0,288,42,4,153.44,145.75,143.52,147.644,144.41450000000003,3.6368906253888045
2024-10-15,150.64,5.471,48.24,95.22,15,10,2024,1,289,42,4,149.38,148.38,141.18,148.37,144.70749999999998,3.7937037519926298
2024-10-16,153.06,5.518,44.19,96.31,16,10,2024,2,290,42,4,150.64,141.56,143.18,148.822,145.1805,3.9184334611502223
2024-10-17,154.58,5.537,47.07,94.65,17,10,2024,3,291,42,4,153.06,149.09,140.27,151.12199999999999,145.67450000000002,4.260788752034242
2024-10-18,146.46,5.658,52.55,97.59,18,10,2024,4,292,42,4,154.58,153.44,140.81,152.22,146.39000000000001,4.500249115910218
2024-10-21,147.05,5.492,54.01,96.86,21,10,2024,0,295,43,4,146.46,149.38,142.79,150.824,146.67249999999999,4.30461793035145
2024-10-22,153.66,5.546,53.36,94.07,22,10,2024,1,296,43,4,147.05,150.64,139.83,150.358,146.8855,4.206675740945693
2024-10-23,151.62,5.593,51.09,97.0,23,10,2024,2,297,43,4,153.66,153.06,144.51,150.96200000000002,147.577,4.121679652505966
2024-10-24,158.66,5.573,44.11,96.32,24,10,2024,3,298,43,4,151.62,154.58,141.23,150.674,147.9325,4.149751894928232
2024-10-25,153.62,5.551,50.37,97.12,25,10,2024,4,299,43,4,158.66,146.46,146.92,151.49,148.804,4.484792314617193
2024-10-28,150.17,5.49,44.81,95.7,28,10,2024,0,302,44,4,153.62,147.05,141.49,152.922,149.139,4.585754716050083
2024-10-29,153.08,5.574,44.12,95.04,29,10,2024,1,303,44,4,150.17,153.66,144.0,153.546,149.57299999999998,4.21989286468976
2024-10-30,148.49,5.545,50.33,95.04,30,10,2024,2,304,44,4,153.08,151.62,143.84,153.43,150.02700000000002,4.074702572288829
2024-10-31,155.6,5.511,51.49,95.35,31,10,2024,3,305,44,4,148.49,158.66,148.89,152.804,150.2595,3.8283093355169906
2024-11-01,156.16,5.587,52.99,96.15,1,11,2024,4,306,44,4,155.6,153.62,147.61,152.192,150.595,3.9924751589361365
2024-11-04,155.91,5.579,52.07,96.31,4,11,2024,0,309,45,4,156.16,150.17,145.75,152.7,151.0225,4.111992569876783
2024-11-05,161.08,5.704,52.36,95.77,5,11,2024,1,310,45,4,155.91,153.08,148.38,153.848,151.53050000000002,4.053512414526637
2024-11-06,162.44,5.715,47.23,95.4,6,11,2024,2,311,45,4,161.08,148.49,141.56,155.448,152.1655,4.503747533120571
2024-11-07,158.03,5.619,50.47,95.49,7,11,2024,3,312,45,4,162.44,155.6,149.09,158.238,153.2095,4.332746151173656
2024-11-08,152.9,5.673,45.74,99.77,8,11,2024,4,313,45,4,158.03,156.16,153.44,158.724,153.6565,4.346516179047357
2024-11-11,161.26,5.57,44.52,94.85,11,11,2024,0,316,46,4,152.9,155.91,149.38,158.072,153.62949999999998,4.34960793756287
2024-11-12,160.53,5.673,54.29,95.16,12,11,2024,1,317,46,4,161.26,161.08,150.64,159.142,154.2235,4.545514011810138
2024-11-13,159.99,5.744,49.24,100.94,13,11,2024,2,318,46,4,160.53,162.44,153.06,159.03199999999998,154.718,4.671369234635485
2024-11-14,162.15,5.781,55.1,96.64,14,11,2024,3,319,46,4,159.99,158.03,154.58,158.542,155.0645,4.7972354703389035
2024-11-15,156.06,5.68,56.1,93.95,15,11,2024,4,320,46,4,162.15,152.9,146.46,159.36599999999999,155.443,5.049023980719199
2024-11-18,165.73,5.81,50.56,97.3,18,11,2024,0,323,47,4,156.06,161.26,147.05,159.998,155.923,4.585093811814596
2024-11-19,156.52,5.636,54.97,94.7,19,11,2024,1,324,47,4,165.73,160.53,153.66,160.892,156.857,4.585093811814547
2024-11-20,161.49,5.661,50.76,97.45,20,11,2024,2,325,47,4,156.52,159.99,151.62,160.09,157.0,4.524334205160145
2024-11-21,156.05,5.803,46.78,95.8,21,11,2024,3,326,47,4,161.49,162.15,158.66,160.39000000000001,157.49349999999998,4.444199383227151
2024-11-22,157.67,5.874,53.85,95.5,22,11,2024,4,327,47,4,156.05,156.06,153.62,159.17,157.363,4.4464629349136455
2024-11-25,163.78,5.796,52.28,98.61,25,11,2024,0,330,48,4,157.67,165.73,150.17,159.49200000000002,157.5655,4.358377867000607
2024-11-26,158.78,5.762,52.55,97.09,26,11,2024,1,331,48,4,163.78,156.52,153.08,159.102,158.246,4.202622489524267
2024-11-27,159.94,5.614,61.17,97.75,27,11,2024,2,332,48,4,158.78,161.49,148.49,159.554,158.531,4.023299117571923
2024-11-28,159.78,5.628,49.09,97.0,28,11,2024,3,333,48,4,159.94,156.05,155.6,159.244,159.1035,3.261903343300303
2024-11-29,158.82,5.781,55.93,95.74,29,11,2024,4,334,48,4,159.78,157.67,156.16,159.99,159.3125,3.1578621599166734
2024-12-02,162.92,5.748,51.61,97.39,2,12,2024,0,337,49,4,158.82,163.78,155.91,160.21999999999997,159.44549999999998,3.0729746860385183
2024-12-03,157.1,5.696,58.43,98.35,3,12,2024,1,338,49,4,162.92,158.78,161.08,160.048,159.796,3.048171842092911
2024-12-04,153.53,5.778,56.46,96.81,4,12,2024,2,339,49,4,157.1,159.94,162.44,159.712,159.597,3.0895700603604297
2024-12-05,155.71,5.781,56.9,99.39,5,12,2024,3,340,49,4,153.53,159.78,158.03,158.43,159.1515,3.2936929761338787
2024-12-06,160.42,5.838,52.43,98.04,6,12,2024,4,341,49,4,155.71,158.82,152.9,157.61599999999999,159.0355,3.375117112975023
2024-12-09,159.62,5.78,53.53,97.17,9,12,2024,0,344,50,4,160.42,162.92,161.26,157.936,159.4115,3.0597717063071457
2024-12-10,153.64,5.855,59.61,97.31,10,12,2024,1,345,50,4,159.62,157.1,160.53,157.276,159.3295,3.0294510098421417
2024-12-11,155.16,5.767,62.72,97.23,11,12,2024,2,346,50,4,153.64,153.53,159.99,156.584,158.985,3.2681034255330874
2024-12-12,156.29,5.755,58.35,95.25,12,12,2024,3,347,50,4,155.16,155.71,162.15,156.91,158.74349999999998,3.366894985307156
2024-12-13,157.5,5.834,53.68,97.09,13,12,2024,4,348,50,4,156.29,160.42,156.06,157.02599999999998,158.45049999999998,3.3093336505265913
2024-12-16,153.3,5.687,58.45,97.66,16,12,2024,0,351,51,4,157.5,159.62,165.73,156.44199999999998,158.52249999999998,3.2700183083315317
2024-12-17,155.86,5.948,65.91,96.8,17,12,2024,1,352,51,4,153.3,153.64,156.52,155.178,157.901,2.9979693127151235
2024-12-18,155.55,5.772,57.92,98.04,18,12,2024,2,353,51,4,155.86,155.16,161.49,155.622,157.868,3.017539255399395
2024-12-19,159.25,5.767,62.82,97.68,19,12,2024,3,354,51,4,155.55,156.29,156.05,155.7,157.571,2.9334314377502873
2024-12-20,160.16,5.771,55.25,98.92,20,12,2024,4,355,51,4,159.25,157.5,157.67,156.292,157.731,2.9333740228406593
2024-12-23,157.67,5.86,58.1,98.87,23,12,2024,0,358,52,4,160.16,153.3,163.78,156.824,157.85549999999998,2.9830688454716747
2024-12-24,156.52,5.777,60.55,98.25,24,12,2024,1,359,52,4,157.67,155.86,158.78,157.698,157.55,2.6372174331016778
2024-12-25,157.77,5.602,59.91,96.07,25,12,2024,2,360,52,4,156.52,155.55,159.94,157.82999999999998,157.43699999999998,2.630149285333373
2024-12-26,155.92,5.805,55.96,100.93,26,12,2024,3,361,52,4,157.77,159.25,159.78,158.274,157.3285,2.5654224541784254
2024-12-27,155.03,5.676,55.94,98.16,27,12,2024,4,362,52,4,155.92,160.16,158.82,157.608,157.1355,2.5160065998538625
2024-12-30,155.11,5.699,62.6,98.38,30,12,2024,0,365,1,4,155.03,157.67,162.92,156.582,156.946,2.5251668001149956
2024-12-31,155.66,5.594,63.43,98.12,31,12,2024,1,366,1,4,155.11,156.52,157.1,156.07,156.5555,2.1248565895838505
2025-01-01,154.87,5.711,64.58,98.03,1,1,2025,2,1,1,1,155.66,157.77,153.53,155.898,156.4835,2.1298264693293296
2025-01-02,157.8,5.62,65.72,101.21,2,1,2025,3,2,1,1,154.87,155.92,155.71,155.318,156.5505,2.0516680633297844
2025-01-03,160.6,5.664,59.99,101.11,3,1,2025,4,3,1,1,157.8,155.03,160.42,155.69400000000002,156.65500000000003,2.059814759168249
2025-01-06,154.61,5.628,58.76,99.83,6,1,2025,0,6,2,1,160.6,155.11,159.62,156.808,156.66400000000002,2.0774488403309985
2025-01-07,159.53,5.773,64.69,99.14,7,1,2025,1,7,2,1,154.61,155.66,153.64,156.708,156.4135,2.002972199397967
2025-01-08,159.21,5.768,62.56,100.37,8,1,2025,2,8,2,1,159.53,154.87,155.16,157.48200000000003,156.708,2.006721862032953
2025-01-09,161.26,5.622,56.72,99.69,9,1,2025,3,9,2,1,159.21,157.8,156.29,158.35,156.9105,2.0462455349873467
2025-01-10,160.62,5.614,56.64,99.44,10,1,2025,4,10,2,1,161.26,160.6,157.5,159.042,157.15900000000002,2.2577746379502392
2025-01-13,155.92,5.574,62.26,100.37,13,1,2025,0,13,3,1,160.62,154.61,153.3,159.046,157.315,2.3866834508829693
2025-01-14,157.68,5.667,60.01,99.34,14,1,2025,1,14,3,1,155.92,159.53,155.86,159.308,157.446,2.2208518991316115
2025-01-15,160.86,5.557,60.62,100.52,15,1,2025,2,15,3,1,157.68,159.21,155.55,158.93800000000002,157.53699999999998,2.1895111206271904
2025-01-16,163.43,5.541,64.55,100.59,16,1,2025,3,16,3,1,160.86,161.26,159.25,159.268,157.8025,2.2567976263496465
2025-01-17,155.09,5.629,63.53,101.32,17,1,2025,4,17,3,1,163.43,160.62,160.16,159.702,158.0115,2.5697578730879114
2025-01-20,162.03,5.514,65.76,99.63,20,1,2025,0,20,4,1,155.09,155.92,157.67,158.596,157.75799999999998,2.5965900716096155
2025-01-21,165.83,5.539,54.41,101.76,21,1,2025,1,21,4,1,162.03,157.68,156.52,159.81799999999998,157.97600000000003,2.7662922173119173
2025-01-22,161.23,5.422,62.13,99.47,22,1,2025,2,22,4,1,165.83,160.86,157.77,161.448,158.44150000000002,3.2495072905842677
2025-01-23,163.86,5.572,63.74,100.11,23,1,2025,3,23,4,1,161.23,163.43,155.92,161.522,158.61450000000002,3.303529970068258
2025-01-24,161.84,5.65,56.02,100.31,24,1,2025,4,24,4,1,163.86,155.09,155.03,161.608,159.0115,3.437070777027573
2025-01-27,162.95,5.556,59.24,99.63,27,1,2025,0,27,5,1,161.84,162.03,155.11,162.95800000000003,159.352,3.3582962472348283
2025-01-28,158.67,5.599,58.64,102.89,28,1,2025,1,28,5,1,162.95,165.83,155.66,163.142,159.74399999999997,3.294035119485207
2025-01-29,156.08,5.429,61.71,100.04,29,1,2025,2,29,5,1,158.67,161.23,154.87,161.70999999999998,159.8945,3.1638092879481734
2025-01-30,164.95,5.497,67.37,100.58,30,1,2025,3,30,5,1,156.08,163.86,157.8,160.68,159.95499999999998,3.0729353359496776
2025-01-31,158.55,5.407,68.8,103.64,31,1,2025,4,31,5,1,164.95,161.84,160.6,160.898,160.3125,3.22135616259619
2025-02-03,161.87,5.449,58.98,101.02,3,2,2025,0,34,6,1,158.55,162.95,154.61,160.23999999999998,160.20999999999998,3.2442597079476045
2025-02-04,158.89,5.512,63.7,101.72,4,2,2025,1,35,6,1,161.87,158.67,159.53,160.024,160.573,2.9801043782464616
2025-02-05,158.72,5.459,63.84,100.6,5,2,2025,2,36,6,1,158.89,156.08,159.21,160.068,160.541,2.9952908654088404
2025-02-06,161.2,5.347,63.27,103.49,6,2,2025,3,37,6,1,158.72,164.95,161.26,160.596,160.5165,3.008724638006778
2025-02-07,159.53,5.348,63.33,103.62,7,2,2025,4,38,6,1,161.2,158.55,160.62,159.846,160.5135,3.007974095279967
2025-02-10,162.5,5.337,63.04,103.57,10,2,2025,0,41,7,1,159.53,161.87,155.92,160.042,160.459,3.0158073022312197
2025-02-11,162.59,5.464,67.89,103.38,11,2,2025,1,42,7,1,162.5,158.89,157.68,160.168,160.78799999999998,2.8488697666528933
2025-02-12,162.87,5.569,65.85,102.79,12,2,2025,2,43,7,1,162.59,158.72,160.86,160.908,161.0335,2.7776102469912742
2025-02-13,163.21,5.516,58.29,101.99,13,2,2025,3,44,7,1,162.87,161.2,163.43,161.738,161.134,2.807207640489472
2025-02-14,164.89,5.284,64.78,101.65,14,2,2025,4,45,7,1,163.21,159.53,155.09,162.14,161.123,2.7981537145958737
2025-02-17,157.73,5.513,65.11,104.91,17,2,2025,0,48,8,1,164.89,162.5,162.03,163.212,161.613,2.531432088963243
2025-02-18,160.45,5.477,63.08,104.21,18,2,2025,1,49,8,1,157.73,162.59,165.83,162.25799999999998,161.39799999999997,2.672807709621445
2025-02-19,162.62,5.301,65.92,102.11,19,2,2025,2,50,8,1,160.45,162.87,161.23,161.83,161.129,2.466010842162815
2025-02-20,163.26,5.387,62.6,103.3,20,2,2025,3,51,8,1,162.62,163.21,163.86,161.77999999999997,161.1985,2.4884919868067437
2025-02-21,155.91,5.484,62.63,102.87,21,2,2025,4,52,8,1,163.26,164.89,161.84,161.79000000000002,161.1685,2.458149228903582
2025-02-24,158.69,5.445,62.27,101.7,24,2,2025,0,55,9,1,155.91,157.73,162.95,159.994,160.872,2.7169072974870403
2025-02-25,162.95,5.315,54.75,103.73,25,2,2025,1,56,9,1,158.69,160.45,158.67,160.18599999999998,160.65900000000002,2.712406001278201
2025-02-26,160.14,5.45,61.5,102.91,26,2,2025,2,57,9,1,162.95,162.62,156.08,160.686,160.873,2.716057708088075
2025-02-27,158.34,5.259,59.4,102.17,27,2,2025,3,58,9,1,160.14,163.26,164.95,160.19,161.076,2.4804783070124414
